additionalrooms,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,carpetarea,facing,floor,locality,neworold,opensides,overlooking,ownership,possesiondate,price,pricepersquare,projectname,roadfaceing,status,totalfloor,property_type,transaction_type
1,1,3,2,1856,0,3,3,1835,West,5 out of 12,Alandi,New,2,Garden,Freehold,2023-01-04,196736,106,Bryant Group,Yes,Under Construction,2,Row House,Rent
0,8,3,0,611,1,4,4,545,East,1 out of 5,Manjari,Old,3,Park,Leasehold,2024-08-29,40326,66,Thomas-Martin,No,Under Construction,4,Apartment,Rent
0,7,1,0,1598,1,3,3,1513,South,Ground,Bhekrai Nagar,Old,2,Park,Leasehold,2022-03-17,142222,89,Johnson and Sons,No,Under Construction,8,Villa,Rent
0,1,4,2,1271,3,3,3,1212,South,5 out of 12,Undri,Old,2,Main Road,Leasehold,2021-03-01,179211,141,Kim Group,Yes,Under Construction,7,Row House,Sale
0,4,2,1,1163,1,1,1,1066,North,Ground,Bhekrai Nagar,New,2,Main Road,Freehold,2021-10-19,116300,100,Allen-Torres,No,Ready to Move,11,Villa,Rent
1,8,5,1,1747,2,1,1,1706,East,5 out of 12,Undri,New,1,Garden,Leasehold,2021-05-15,249821,143,"Douglas, Reed and Mckenzie",No,Ready to Move,4,Apartment,Rent
1,3,1,2,477,1,4,4,399,East,5 out of 12,Kondhwa,New,3,Main Road,Leasehold,2020-01-21,27666,58,Marks LLC,No,Under Construction,10,Villa,Rent
1,8,3,1,1945,2,4,4,1907,North,Ground,Dhomkeel,New,2,Garden,Leasehold,2021-07-14,194500,100,"Coleman, Jarvis and Hahn",No,Ready to Move,11,Villa,Rent
2,5,3,2,1439,0,3,3,1367,South,5 out of 12,Bhekrai Nagar,New,1,Garden,Freehold,2024-01-15,215850,150,Frye Ltd,No,Under Construction,7,Row House,Sale
1,3,3,0,1776,3,4,4,1698,East,1 out of 5,Kharadi,Old,1,Garden,Freehold,2023-11-25,143856,81,Carroll LLC,Yes,Under Construction,4,Villa,Sale
2,2,5,1,471,2,2,2,434,North,2 out of 10,Dhomkeel,Old,2,Garden,Leasehold,2020-07-21,41919,89,Campbell-Farmer,No,Under Construction,9,Row House,Sale
0,10,1,2,1782,2,1,1,1736,North,1 out of 5,Kondhwa,Old,3,Garden,Leasehold,2021-03-29,151470,85,Jones LLC,No,Under Construction,10,Apartment,Sale
1,3,4,1,1935,2,3,3,1840,East,2 out of 10,Kharadi,New,3,Garden,Freehold,2021-05-07,164475,85,Ferguson PLC,No,Under Construction,3,Row House,Rent
1,4,3,1,1281,3,2,2,1187,West,2 out of 10,NIBM,New,3,Garden,Leasehold,2023-02-26,112728,88,Terry and Sons,Yes,Under Construction,6,Row House,Rent
2,0,1,0,1444,1,3,3,1354,West,5 out of 12,Viman Nagar,Old,3,Park,Leasehold,2021-06-21,111188,77,Jenkins Inc,Yes,Under Construction,3,Apartment,Rent
2,0,2,0,1684,1,2,2,1615,South,5 out of 12,NIBM,New,1,Park,Freehold,2025-01-07,250916,149,Barnes LLC,No,Under Construction,3,Row House,Rent
2,7,1,1,1349,2,1,1,1270,East,Ground,Kharadi,New,3,Main Road,Leasehold,2024-02-04,101175,75,Orozco Inc,Yes,Ready to Move,2,Villa,Rent
0,8,4,0,1087,2,4,4,994,East,1 out of 5,Viman Nagar,Old,1,Main Road,Freehold,2024-11-07,160876,148,Marshall-Galvan,No,Under Construction,12,Villa,Rent
1,4,1,2,1234,2,2,2,1171,South,2 out of 10,Undri,Old,3,Garden,Freehold,2022-12-26,111060,90,Mitchell LLC,No,Under Construction,10,Apartment,Sale
1,10,2,1,1966,3,4,4,1934,East,5 out of 12,Hadapsar,Old,3,Park,Leasehold,2024-12-22,245750,125,Alexander-Gonzalez,No,Under Construction,5,Villa,Sale
2,4,1,0,762,1,4,4,698,North,1 out of 5,NIBM,New,1,Main Road,Freehold,2023-05-11,44196,58,Murphy Inc,Yes,Ready to Move,2,Row House,Sale
1,4,4,0,1558,1,4,4,1533,East,5 out of 12,Magarpatta,New,2,Main Road,Freehold,2023-04-01,194750,125,Holmes-Gardner,Yes,Ready to Move,3,Apartment,Sale
0,9,1,0,1340,2,2,2,1300,North,Ground,Kondhwa,New,3,Park,Leasehold,2021-03-19,158120,118,"Brooks, Martinez and Wright",No,Ready to Move,9,Apartment,Rent
2,8,5,1,1308,2,1,1,1246,South,1 out of 5,Viman Nagar,Old,1,Garden,Freehold,2020-05-13,172656,132,Ball-Williams,No,Under Construction,6,Row House,Sale
0,1,2,1,1064,0,3,3,1022,South,2 out of 10,Kondhwa,New,2,Garden,Freehold,2023-10-17,84056,79,"Hernandez, Wilson and Mcintosh",Yes,Ready to Move,2,Villa,Rent
1,0,2,1,1865,3,1,1,1838,East,5 out of 12,Hadapsar,Old,2,Garden,Freehold,2022-07-28,115630,62,Johnson-Rogers,No,Ready to Move,9,Villa,Rent
1,4,5,0,1780,0,4,4,1704,North,Ground,Bhekrai Nagar,Old,1,Main Road,Leasehold,2020-06-18,240300,135,Russell PLC,No,Ready to Move,1,Row House,Rent
0,4,4,0,1139,2,3,3,1074,South,2 out of 10,Manjari,Old,2,Garden,Leasehold,2023-01-20,117317,103,Robertson Ltd,Yes,Ready to Move,1,Row House,Rent
1,4,3,0,1352,1,4,4,1322,North,2 out of 10,NIBM,Old,2,Main Road,Freehold,2023-09-22,75712,56,"Payne, Jones and James",No,Under Construction,8,Apartment,Sale
2,6,4,1,884,0,4,4,821,West,5 out of 12,Hadapsar,Old,3,Main Road,Leasehold,2022-09-29,121992,138,Henderson Group,No,Under Construction,5,Row House,Sale
2,2,1,2,1717,2,3,3,1677,East,5 out of 12,Kharadi,Old,3,Garden,Leasehold,2024-11-12,199172,116,Gay-Robertson,Yes,Ready to Move,12,Villa,Sale
0,9,1,1,1836,1,2,2,1760,East,Ground,Undri,New,2,Main Road,Leasehold,2021-08-04,117504,64,"Castro, Farmer and Li",No,Ready to Move,10,Villa,Rent
1,1,5,0,601,1,4,4,535,East,1 out of 5,Hadapsar,Old,1,Garden,Freehold,2021-07-08,57696,96,Arnold-Ortega,No,Ready to Move,9,Villa,Rent
0,9,2,1,1495,0,2,2,1432,South,5 out of 12,Hadapsar,New,3,Garden,Leasehold,2022-03-28,139035,93,Young Inc,No,Under Construction,10,Apartment,Rent
0,1,2,2,458,1,3,3,400,North,1 out of 5,Manjari,New,2,Main Road,Leasehold,2021-05-02,27022,59,"Anderson, Walton and Abbott",No,Ready to Move,2,Row House,Rent
2,3,1,0,1177,0,1,1,1091,South,Ground,Manjari,New,2,Garden,Leasehold,2022-11-12,97691,83,"Wells, May and Meyer",Yes,Ready to Move,2,Apartment,Sale
2,9,5,0,1582,2,3,3,1554,North,1 out of 5,Hadapsar,Old,3,Park,Freehold,2022-07-19,230972,146,"Butler, Pace and Jefferson",No,Ready to Move,8,Apartment,Sale
2,10,1,1,1681,2,1,1,1611,East,2 out of 10,Dhomkeel,New,1,Park,Freehold,2024-01-27,115989,69,"Arnold, Schneider and Richardson",Yes,Ready to Move,9,Row House,Sale
2,0,3,0,1581,2,4,4,1486,North,2 out of 10,Bhekrai Nagar,Old,3,Main Road,Leasehold,2023-07-05,98022,62,Williams LLC,Yes,Ready to Move,11,Row House,Sale
2,10,5,1,1403,0,1,1,1324,West,5 out of 12,Undri,Old,3,Garden,Leasehold,2021-11-02,180987,129,"Blanchard, Davis and Myers",Yes,Under Construction,7,Villa,Sale
1,4,4,0,1420,3,4,4,1357,South,5 out of 12,Hadapsar,New,1,Main Road,Leasehold,2022-12-20,178920,126,Robertson PLC,No,Under Construction,4,Apartment,Sale
2,5,2,0,1579,0,2,2,1526,East,Ground,Kharadi,New,1,Park,Freehold,2021-08-04,138952,88,Barnes Ltd,No,Ready to Move,6,Villa,Sale
0,5,3,0,1338,3,2,2,1266,West,5 out of 12,Magarpatta,Old,1,Garden,Freehold,2020-06-22,179292,134,"Thompson, Reid and Nelson",No,Under Construction,5,Apartment,Sale
0,3,3,2,1665,1,3,3,1599,West,5 out of 12,Viman Nagar,New,2,Park,Freehold,2022-04-22,236430,142,Cook Inc,Yes,Ready to Move,10,Row House,Rent
0,1,2,0,1524,1,3,3,1484,South,1 out of 5,NIBM,New,3,Garden,Leasehold,2020-12-05,86868,57,Williams-Miller,Yes,Ready to Move,10,Row House,Sale
2,2,3,2,1141,1,2,2,1100,East,5 out of 12,NIBM,New,1,Main Road,Leasehold,2023-11-06,84434,74,"Munoz, Gomez and Johnston",No,Under Construction,3,Villa,Sale
2,1,4,2,1543,2,3,3,1511,West,Ground,Manjari,Old,1,Park,Freehold,2024-01-15,131155,85,Morales and Sons,Yes,Under Construction,11,Apartment,Rent
1,10,3,2,947,1,2,2,860,North,Ground,Undri,Old,1,Park,Leasehold,2020-04-20,48297,51,Ruiz-Norton,No,Ready to Move,4,Row House,Rent
1,4,2,1,1003,3,3,3,955,West,2 out of 10,Dhomkeel,New,1,Park,Freehold,2021-06-25,109327,109,Levine-Ramirez,Yes,Ready to Move,10,Villa,Rent
0,5,3,1,692,1,2,2,630,East,2 out of 10,Bhekrai Nagar,Old,1,Park,Freehold,2020-10-05,89960,130,Miller-Beasley,No,Under Construction,1,Apartment,Rent
1,7,3,1,1228,1,1,1,1171,West,Ground,NIBM,New,2,Park,Freehold,2024-09-21,122800,100,Berger LLC,Yes,Under Construction,3,Villa,Sale
0,9,1,2,1294,2,4,4,1230,West,2 out of 10,Hadapsar,Old,2,Main Road,Leasehold,2024-12-17,130694,101,"Boyd, Reed and Mendez",No,Ready to Move,6,Row House,Sale
0,2,2,0,1158,2,4,4,1088,South,5 out of 12,Kharadi,Old,3,Main Road,Leasehold,2022-03-29,99588,86,Guzman Inc,Yes,Ready to Move,2,Row House,Sale
2,1,1,2,1034,2,2,2,972,South,1 out of 5,Kharadi,New,2,Park,Freehold,2021-12-02,75482,73,"Taylor, Levy and Mckinney",Yes,Ready to Move,10,Villa,Sale
0,10,2,1,1043,0,2,2,954,West,5 out of 12,NIBM,Old,1,Park,Leasehold,2023-03-08,74053,71,Fuentes-Cobb,Yes,Under Construction,1,Apartment,Rent
1,4,1,0,1541,1,2,2,1443,North,1 out of 5,Kondhwa,New,3,Garden,Freehold,2022-08-28,115575,75,"Peterson, Miles and Baker",Yes,Under Construction,3,Apartment,Sale
2,5,5,2,1422,2,2,2,1343,West,Ground,Bhekrai Nagar,New,2,Garden,Freehold,2022-01-02,182016,128,"Boyd, Hale and Rivera",No,Ready to Move,1,Apartment,Rent
2,8,1,0,1766,2,2,2,1671,West,2 out of 10,Hadapsar,New,1,Main Road,Freehold,2022-01-18,234878,133,Pierce-Page,No,Under Construction,5,Apartment,Sale
2,0,5,2,1373,3,2,2,1317,North,Ground,Kondhwa,New,3,Garden,Freehold,2021-11-03,112586,82,Robertson PLC,No,Ready to Move,7,Apartment,Sale
0,3,5,0,1695,2,3,3,1630,North,2 out of 10,Manjari,Old,3,Garden,Freehold,2021-11-12,172890,102,Schroeder-Ellis,Yes,Ready to Move,7,Villa,Rent
0,6,5,2,697,1,3,3,632,North,1 out of 5,Dhomkeel,New,2,Park,Leasehold,2020-08-04,57154,82,Miranda-Kelly,No,Ready to Move,7,Apartment,Rent
1,9,3,0,1128,3,4,4,1097,South,5 out of 12,Bhekrai Nagar,Old,3,Main Road,Leasehold,2022-04-24,92496,82,Howard-Klein,Yes,Under Construction,2,Apartment,Rent
2,5,4,1,1346,0,2,2,1250,West,Ground,Dhomkeel,Old,2,Garden,Freehold,2024-02-01,154790,115,Martinez-Duncan,No,Under Construction,12,Apartment,Rent
1,8,4,0,1520,0,3,3,1467,South,5 out of 12,Hadapsar,Old,3,Garden,Freehold,2024-11-13,188480,124,"Hughes, Williams and Martinez",No,Ready to Move,8,Row House,Sale
1,7,5,1,1890,3,3,3,1867,West,2 out of 10,Kondhwa,Old,1,Main Road,Freehold,2023-11-03,215460,114,Bishop-Murray,Yes,Ready to Move,2,Villa,Sale
2,1,1,1,1914,2,2,2,1847,East,2 out of 10,Magarpatta,New,2,Park,Freehold,2023-02-02,178002,93,Johnson-Madden,Yes,Under Construction,3,Row House,Sale
1,2,2,0,1725,2,2,2,1633,East,5 out of 12,Kondhwa,Old,3,Garden,Freehold,2020-11-28,186300,108,Davis Ltd,No,Ready to Move,7,Apartment,Rent
0,5,2,1,1759,2,3,3,1680,West,Ground,Manjari,New,3,Park,Freehold,2022-08-11,244501,139,"Santiago, Brown and Wilcox",No,Under Construction,2,Row House,Rent
0,6,3,1,1687,3,3,3,1603,South,5 out of 12,Undri,Old,3,Park,Freehold,2021-01-22,126525,75,"Brown, Reed and Estrada",No,Ready to Move,12,Row House,Rent
1,6,3,1,554,2,1,1,511,East,5 out of 12,Alandi,Old,2,Main Road,Freehold,2023-03-15,68696,124,Smith PLC,No,Under Construction,2,Apartment,Sale
1,8,2,2,1071,2,2,2,1025,North,Ground,NIBM,Old,2,Main Road,Leasehold,2023-10-27,126378,118,"Contreras, Anderson and Williamson",No,Under Construction,12,Apartment,Rent
0,4,5,2,1191,1,2,2,1097,South,1 out of 5,Undri,New,3,Park,Leasehold,2024-02-16,140538,118,Young-Lee,No,Ready to Move,4,Villa,Rent
1,4,2,1,736,0,4,4,688,East,Ground,Wagholi,New,1,Park,Freehold,2022-09-17,103040,140,Woods and Sons,No,Under Construction,1,Villa,Sale
2,2,4,0,1423,1,1,1,1368,North,Ground,Kondhwa,Old,1,Main Road,Freehold,2021-06-27,86803,61,Carter-Madden,No,Under Construction,1,Apartment,Rent
2,1,3,0,1175,2,4,4,1092,North,Ground,Magarpatta,Old,1,Garden,Leasehold,2024-06-28,157450,134,Reeves Ltd,Yes,Ready to Move,12,Apartment,Sale
0,7,3,2,954,1,1,1,902,North,5 out of 12,Kondhwa,New,3,Park,Leasehold,2022-06-10,140238,147,"Perez, Robinson and Reese",No,Under Construction,3,Row House,Sale
2,4,4,2,1467,2,1,1,1367,West,5 out of 12,NIBM,New,3,Main Road,Freehold,2021-01-02,98289,67,Dyer and Sons,Yes,Under Construction,12,Apartment,Rent
2,6,3,2,748,3,2,2,661,West,5 out of 12,Hadapsar,New,3,Park,Leasehold,2021-10-03,38896,52,"Schroeder, Kane and Bryant",No,Ready to Move,2,Apartment,Sale
0,4,2,2,1610,1,2,2,1566,South,5 out of 12,Hadapsar,Old,2,Garden,Freehold,2024-05-26,133630,83,"Sharp, Hanna and Smith",No,Under Construction,4,Row House,Sale
0,10,3,1,646,0,3,3,613,West,Ground,Hadapsar,Old,2,Main Road,Leasehold,2022-10-09,91732,142,Delgado-Miller,Yes,Ready to Move,2,Villa,Sale
0,4,5,2,1151,3,4,4,1098,North,Ground,Viman Nagar,Old,3,Garden,Freehold,2023-09-09,143875,125,Petty-Oconnor,Yes,Under Construction,3,Row House,Rent
1,6,3,0,1641,1,3,3,1542,North,Ground,Wagholi,New,3,Park,Leasehold,2020-04-16,121434,74,Jones and Sons,No,Under Construction,1,Apartment,Sale
1,0,2,1,1968,0,3,3,1910,East,1 out of 5,Kharadi,Old,1,Main Road,Freehold,2022-08-17,171216,87,"Wagner, Johnson and Sweeney",Yes,Under Construction,2,Row House,Rent
2,10,3,1,1794,1,1,1,1720,South,2 out of 10,Wagholi,New,3,Garden,Leasehold,2022-06-24,98670,55,"Schultz, Baldwin and Wilson",No,Under Construction,7,Apartment,Rent
1,3,2,2,470,2,3,3,442,East,1 out of 5,Manjari,Old,2,Main Road,Freehold,2021-04-27,26790,57,Sampson Inc,Yes,Ready to Move,6,Apartment,Rent
0,2,3,2,622,2,3,3,570,North,Ground,NIBM,New,1,Park,Leasehold,2021-06-30,64066,103,Dennis-Reynolds,Yes,Ready to Move,11,Row House,Rent
1,2,1,1,726,2,3,3,660,North,Ground,Undri,New,2,Park,Freehold,2024-12-22,54450,75,"Avery, Spears and Rodriguez",Yes,Under Construction,6,Villa,Rent
0,5,2,1,1166,2,3,3,1093,West,5 out of 12,Viman Nagar,Old,1,Main Road,Freehold,2024-06-17,111936,96,Everett Inc,Yes,Ready to Move,4,Villa,Sale
1,6,4,2,999,0,4,4,939,South,5 out of 12,Magarpatta,Old,3,Garden,Freehold,2025-02-04,77922,78,Snyder Group,Yes,Under Construction,8,Row House,Sale
2,0,5,1,630,3,2,2,571,East,1 out of 5,Dhomkeel,New,2,Garden,Leasehold,2023-04-25,35280,56,"Carroll, Brewer and Stark",Yes,Under Construction,11,Apartment,Sale
2,4,3,0,1556,3,3,3,1521,North,5 out of 12,Dhomkeel,New,1,Main Road,Freehold,2023-09-04,160268,103,Carson-Freeman,Yes,Ready to Move,1,Apartment,Sale
0,3,1,0,990,2,4,4,923,East,1 out of 5,Kharadi,New,1,Garden,Freehold,2022-11-28,95040,96,Meyer-Baker,Yes,Under Construction,4,Villa,Sale
1,1,1,0,1087,0,1,1,1011,North,Ground,Manjari,Old,3,Main Road,Leasehold,2020-08-28,141310,130,"Byrd, Solis and Boyd",No,Ready to Move,9,Villa,Sale
2,10,5,1,1256,0,1,1,1181,West,2 out of 10,NIBM,New,3,Main Road,Leasehold,2020-04-11,100480,80,"Stanley, Hatfield and Craig",Yes,Ready to Move,11,Row House,Sale
2,3,3,2,1712,2,2,2,1621,South,5 out of 12,Bhekrai Nagar,New,3,Main Road,Freehold,2022-03-25,202016,118,Hernandez PLC,No,Under Construction,6,Apartment,Rent
1,8,1,1,632,3,4,4,575,West,Ground,Undri,Old,1,Main Road,Leasehold,2023-10-19,54352,86,Cantu-Matthews,Yes,Under Construction,12,Villa,Sale
2,2,1,0,1210,2,3,3,1154,East,Ground,NIBM,Old,3,Main Road,Freehold,2020-02-04,150040,124,Williams LLC,Yes,Ready to Move,8,Row House,Rent
0,4,1,2,1500,1,3,3,1427,South,5 out of 12,Dhomkeel,Old,1,Park,Leasehold,2020-11-26,133500,89,Howe LLC,No,Ready to Move,11,Row House,Sale
0,10,5,2,1979,0,2,2,1919,East,5 out of 12,Hadapsar,Old,1,Garden,Freehold,2023-11-05,259249,131,Sanchez Group,No,Ready to Move,5,Row House,Sale
1,5,2,0,1522,0,2,2,1437,East,Ground,Kharadi,Old,3,Park,Leasehold,2022-02-19,136980,90,Young PLC,Yes,Under Construction,6,Row House,Sale
1,8,4,2,904,3,3,3,844,East,1 out of 5,Hadapsar,New,2,Park,Leasehold,2023-12-18,107576,119,Rivera-Goodman,Yes,Under Construction,10,Apartment,Rent
0,2,5,2,913,3,1,1,839,North,2 out of 10,Undri,New,3,Garden,Freehold,2022-08-01,52041,57,Jackson PLC,No,Under Construction,3,Villa,Sale
2,7,3,2,1948,0,1,1,1921,South,2 out of 10,Dhomkeel,New,3,Park,Freehold,2023-11-06,274668,141,Hess-Duncan,No,Ready to Move,9,Row House,Sale
0,0,2,0,1032,3,3,3,1008,West,Ground,Undri,New,3,Garden,Freehold,2024-02-26,93912,91,"Lambert, Williams and Valdez",No,Ready to Move,11,Villa,Sale
2,5,4,2,1637,1,4,4,1568,North,5 out of 12,NIBM,New,1,Garden,Leasehold,2022-01-15,232454,142,Buckley PLC,Yes,Under Construction,9,Apartment,Rent
1,1,4,0,1544,0,4,4,1475,North,Ground,Wagholi,Old,2,Garden,Leasehold,2022-04-27,92640,60,Clark LLC,No,Under Construction,3,Row House,Rent
0,4,5,2,1240,1,4,4,1155,North,1 out of 5,Dhomkeel,Old,3,Main Road,Freehold,2021-09-29,101680,82,Jones-Tucker,No,Under Construction,5,Apartment,Rent
0,0,2,1,1840,0,4,4,1796,South,5 out of 12,Kondhwa,New,3,Park,Freehold,2024-11-11,270480,147,Thompson and Sons,No,Under Construction,8,Villa,Sale
0,1,5,0,1379,3,3,3,1331,West,5 out of 12,Kondhwa,New,3,Park,Freehold,2022-04-20,205471,149,Carrillo-Richardson,No,Under Construction,7,Row House,Rent
0,7,2,0,1360,0,1,1,1296,East,Ground,Wagholi,New,1,Garden,Leasehold,2021-12-30,87040,64,"Aguirre, Parks and Zhang",Yes,Under Construction,5,Villa,Rent
0,5,3,2,1474,3,3,3,1416,South,1 out of 5,Hadapsar,New,1,Garden,Freehold,2024-06-22,184250,125,Peters PLC,Yes,Ready to Move,9,Villa,Rent
1,4,2,1,1740,3,3,3,1649,North,1 out of 5,Viman Nagar,Old,3,Main Road,Freehold,2023-08-08,250560,144,"Boone, Wilcox and Flores",Yes,Ready to Move,11,Row House,Rent
2,5,5,0,1086,2,4,4,1019,South,1 out of 5,Kondhwa,Old,1,Park,Leasehold,2022-06-08,100998,93,Rollins Ltd,Yes,Ready to Move,2,Apartment,Rent
2,5,2,1,1756,2,2,2,1683,West,1 out of 5,Wagholi,Old,3,Park,Leasehold,2024-09-10,223012,127,Harris-Kim,Yes,Ready to Move,9,Apartment,Rent
2,4,2,0,1869,1,3,3,1796,East,Ground,Bhekrai Nagar,New,3,Garden,Leasehold,2024-02-07,259791,139,Hudson Ltd,No,Under Construction,2,Apartment,Sale
1,4,5,2,1626,2,1,1,1539,East,5 out of 12,Magarpatta,Old,1,Park,Leasehold,2020-07-15,136584,84,Oliver Ltd,Yes,Ready to Move,3,Villa,Sale
0,7,2,0,893,1,2,2,858,South,1 out of 5,Wagholi,Old,1,Main Road,Leasehold,2023-02-03,82156,92,Summers-Smith,No,Ready to Move,4,Villa,Sale
1,7,2,1,1912,3,1,1,1864,East,5 out of 12,Undri,New,2,Garden,Freehold,2023-02-13,267680,140,"Williams, Thompson and Campbell",No,Under Construction,5,Row House,Rent
1,3,3,0,711,1,1,1,626,East,5 out of 12,Viman Nagar,Old,3,Garden,Freehold,2024-07-04,91719,129,"Casey, Thompson and Mccormick",No,Ready to Move,1,Villa,Rent
2,7,4,2,1243,2,3,3,1186,South,Ground,Dhomkeel,New,2,Main Road,Freehold,2023-01-30,78309,63,Ramirez-Stone,No,Ready to Move,6,Villa,Sale
0,4,2,1,1475,1,4,4,1377,South,5 out of 12,Undri,New,1,Park,Freehold,2024-12-09,182900,124,Mcdaniel-Harding,Yes,Ready to Move,5,Villa,Sale
2,9,2,2,455,0,3,3,390,North,5 out of 12,Undri,Old,1,Main Road,Leasehold,2021-04-30,37310,82,Gordon-Orozco,No,Ready to Move,12,Row House,Sale
2,8,4,1,868,2,3,3,773,North,Ground,NIBM,Old,1,Park,Freehold,2021-01-18,72912,84,Haas Ltd,No,Under Construction,10,Apartment,Rent
2,9,1,0,690,0,3,3,613,South,1 out of 5,Kondhwa,New,2,Garden,Freehold,2023-11-27,47610,69,Gay LLC,Yes,Ready to Move,3,Row House,Rent
1,7,2,1,1114,1,2,2,1041,South,Ground,NIBM,New,3,Main Road,Leasehold,2022-05-19,114742,103,Jones and Sons,No,Under Construction,6,Row House,Rent
0,1,1,2,982,1,1,1,886,South,5 out of 12,Undri,New,1,Main Road,Freehold,2024-10-06,145336,148,"Hunter, White and Morgan",No,Under Construction,8,Apartment,Sale
0,9,4,2,483,0,4,4,416,South,2 out of 10,Manjari,New,2,Main Road,Leasehold,2023-09-18,49266,102,"Green, Brown and Dixon",No,Ready to Move,4,Apartment,Rent
1,7,3,2,1251,1,1,1,1189,East,1 out of 5,Magarpatta,Old,2,Park,Leasehold,2024-11-29,138861,111,Miller-Stewart,Yes,Ready to Move,6,Villa,Sale
2,9,4,1,625,2,2,2,603,East,1 out of 5,Magarpatta,New,1,Main Road,Leasehold,2023-02-27,80625,129,Martinez PLC,No,Ready to Move,6,Row House,Sale
1,10,1,1,1633,0,3,3,1604,South,5 out of 12,Kharadi,New,1,Garden,Freehold,2022-04-21,119209,73,Ray Inc,No,Ready to Move,1,Villa,Rent
0,3,1,1,1999,1,3,3,1905,East,1 out of 5,Manjari,Old,1,Park,Freehold,2022-07-15,211894,106,Lynch-Meyers,Yes,Ready to Move,12,Villa,Rent
0,4,1,2,1308,3,4,4,1284,East,1 out of 5,Kharadi,Old,1,Garden,Freehold,2023-01-27,189660,145,Turner PLC,No,Ready to Move,1,Apartment,Rent
1,5,2,1,1369,1,2,2,1276,North,1 out of 5,NIBM,New,3,Main Road,Freehold,2021-09-02,153328,112,"Ruiz, Grant and Nichols",No,Ready to Move,12,Apartment,Rent
0,8,4,1,634,1,2,2,613,South,5 out of 12,NIBM,New,3,Park,Freehold,2024-11-07,46282,73,Carter Ltd,Yes,Under Construction,6,Row House,Rent
1,7,5,0,1513,1,1,1,1470,North,2 out of 10,Wagholi,New,2,Park,Leasehold,2023-12-16,87754,58,Sims Group,No,Ready to Move,6,Villa,Rent
2,2,5,0,1622,2,4,4,1566,East,Ground,Kondhwa,New,2,Main Road,Freehold,2020-12-03,136248,84,Martin PLC,Yes,Under Construction,6,Villa,Rent
2,4,4,1,762,0,4,4,668,North,2 out of 10,Bhekrai Nagar,New,3,Park,Leasehold,2020-11-04,108966,143,George and Sons,No,Under Construction,4,Row House,Sale
2,8,2,2,784,0,4,4,755,East,1 out of 5,Wagholi,New,1,Main Road,Leasehold,2020-10-05,104272,133,Brown-Mccormick,Yes,Under Construction,9,Apartment,Rent
1,10,3,2,869,0,2,2,828,South,5 out of 12,NIBM,Old,3,Park,Leasehold,2022-09-11,81686,94,Nelson and Sons,Yes,Ready to Move,5,Villa,Sale
0,6,1,2,501,1,2,2,406,East,2 out of 10,Dhomkeel,New,1,Garden,Freehold,2023-11-18,40581,81,Long LLC,No,Under Construction,9,Villa,Sale
0,5,5,2,813,1,2,2,753,North,1 out of 5,Kondhwa,New,3,Main Road,Freehold,2022-11-29,96747,119,Dunn LLC,Yes,Ready to Move,5,Villa,Rent
0,9,5,2,552,2,3,3,511,West,2 out of 10,Hadapsar,New,3,Main Road,Leasehold,2023-12-21,56856,103,Johnson-Davis,Yes,Ready to Move,2,Row House,Rent
0,6,3,0,1051,3,2,2,963,North,Ground,Wagholi,New,2,Park,Freehold,2023-12-31,112457,107,Valenzuela Inc,Yes,Under Construction,11,Row House,Sale
2,4,3,0,1845,2,1,1,1746,South,Ground,Kharadi,Old,1,Park,Leasehold,2021-05-29,260145,141,Hanson-Olsen,No,Under Construction,3,Villa,Rent
1,1,4,0,766,2,4,4,723,North,Ground,Kondhwa,Old,3,Garden,Freehold,2024-08-08,94218,123,Simpson-Hess,Yes,Under Construction,3,Row House,Rent
0,10,3,2,1051,3,1,1,999,North,5 out of 12,Undri,Old,2,Park,Freehold,2021-04-07,115610,110,Carter LLC,Yes,Under Construction,11,Villa,Rent
1,5,3,0,1619,2,1,1,1568,South,2 out of 10,Hadapsar,New,1,Park,Freehold,2024-02-12,179709,111,Clark Group,No,Ready to Move,9,Apartment,Rent
1,5,1,0,1260,2,2,2,1199,East,2 out of 10,Kharadi,New,2,Main Road,Freehold,2021-06-13,189000,150,Johnson and Sons,Yes,Ready to Move,2,Row House,Sale
0,8,5,2,1259,0,1,1,1198,North,5 out of 12,Manjari,New,2,Garden,Leasehold,2022-01-31,132195,105,"Roberts, Kelly and Marshall",Yes,Under Construction,5,Apartment,Sale
0,5,5,1,1459,3,2,2,1405,East,Ground,Alandi,Old,3,Park,Leasehold,2020-04-25,116720,80,Kelly Ltd,No,Under Construction,1,Row House,Sale
0,2,2,2,803,3,3,3,722,East,2 out of 10,Manjari,Old,2,Garden,Freehold,2020-06-23,74679,93,"Green, Richards and Powell",No,Under Construction,7,Villa,Sale
1,4,3,0,1779,0,3,3,1691,East,Ground,Bhekrai Nagar,Old,1,Park,Leasehold,2021-05-17,193911,109,Valencia PLC,No,Ready to Move,10,Villa,Sale
0,6,1,1,795,2,2,2,730,East,2 out of 10,Hadapsar,Old,3,Park,Leasehold,2021-09-09,92220,116,Atkinson-Garcia,Yes,Ready to Move,11,Row House,Sale
1,5,3,0,1452,3,3,3,1417,North,1 out of 5,Dhomkeel,New,1,Main Road,Leasehold,2020-06-30,169884,117,"Washington, Espinoza and Hines",Yes,Ready to Move,3,Villa,Sale
